concept,dimension,support_en,support_zh,support_ar,top_en,top_zh,top_ar,js_zh_en,js_ar_en,js_zh_ar,mean_js
reflected light on wet pavement,compositional_style,13,16,15,awe=0.429,contentment=0.659,amusement=0.385,0.071061,0.159609,0.153063,0.127911
boat mast,objects_subjects,18,18,16,contentment=0.422,contentment=0.511,amusement=0.415,0.091065,0.116987,0.175651,0.127901
floral embroidery,symbolic_cultural_motifs,94,96,91,contentment=0.442,contentment=0.791,contentment=0.372,0.106476,0.122247,0.154978,0.127900
abstract expressionism,compositional_style,234,245,226,fear=0.229,fear=0.319,awe=0.319,0.109845,0.087254,0.186574,0.127891
ink on paper,compositional_style,166,166,164,contentment=0.249,contentment=0.372,awe=0.365,0.102425,0.138233,0.142792,0.127816
layered washes,compositional_style,35,37,29,contentment=0.367,contentment=0.566,awe=0.403,0.077781,0.086636,0.219020,0.127812
silhouetted figures,objects_subjects,15,15,14,fear=0.385,contentment=0.487,awe=0.405,0.159669,0.054171,0.169473,0.127771
ruff collar,symbolic_cultural_motifs,10,15,10,amusement=0.379,contentment=0.538,contentment=0.517,0.171158,0.187884,0.024272,0.127771
bearded men,objects_subjects,43,46,42,awe=0.326,contentment=0.347,awe=0.247,0.130058,0.137217,0.115829,0.127701
rivers,objects_subjects,42,36,36,awe=0.333,disgust=0.383,contentment=0.407,0.158247,0.063904,0.160837,0.127663
multicolored,colors_color_schemes,20,20,20,excitement=0.429,awe=0.347,awe=0.429,0.149143,0.141121,0.092511,0.127592
central vertical axis,compositional_style,14,20,15,awe=0.243,contentment=0.429,contentment=0.282,0.185702,0.071253,0.125610,0.127522
detailed drapery folds,compositional_style,80,80,78,awe=0.503,contentment=0.515,contentment=0.455,0.201684,0.101045,0.079691,0.127473
ceramic plate,objects_subjects,14,15,15,contentment=0.514,contentment=0.692,amusement=0.333,0.045605,0.152240,0.184466,0.127437
yellow house,objects_subjects,19,20,20,contentment=0.660,contentment=0.673,amusement=0.306,0.039901,0.148298,0.193977,0.127392
european town,scenes_settings,15,15,15,contentment=0.487,contentment=0.641,amusement=0.282,0.039485,0.132928,0.209751,0.127388
garden,objects_subjects,74,79,67,contentment=0.554,contentment=0.772,contentment=0.357,0.090356,0.082691,0.208819,0.127288
vessel,objects_subjects,30,28,28,awe=0.304,amusement=0.231,awe=0.262,0.177764,0.058216,0.145703,0.127228
sandy beige,colors_color_schemes,270,300,272,contentment=0.566,contentment=0.727,amusement=0.425,0.037004,0.127225,0.217412,0.127214
bright orange,colors_color_schemes,45,51,48,contentment=0.313,contentment=0.658,amusement=0.429,0.104403,0.064375,0.212754,0.127178
wreath,objects_subjects,37,35,33,amusement=0.301,contentment=0.696,amusement=0.360,0.153792,0.010951,0.216665,0.127136
linear hatching,compositional_style,13,14,13,fear=0.429,contentment=0.243,awe=0.371,0.054049,0.161685,0.165658,0.127131
naturalistic lighting,compositional_style,212,231,210,contentment=0.492,contentment=0.728,amusement=0.343,0.061869,0.117030,0.202459,0.127119
dark forest green,colors_color_schemes,14,16,13,contentment=0.514,contentment=0.659,amusement=0.429,0.031569,0.150513,0.199155,0.127079
reflection in water,compositional_style,10,11,10,contentment=0.517,contentment=0.613,awe=0.310,0.025803,0.146179,0.209173,0.127052
seraphim,symbolic_cultural_motifs,16,16,15,awe=0.512,contentment=0.463,awe=0.333,0.162276,0.043468,0.175404,0.127050
vertical composition elements,compositional_style,10,11,10,contentment=0.379,contentment=0.613,amusement=0.310,0.115455,0.131125,0.134505,0.127028
classical interior,scenes_settings,27,30,28,amusement=0.270,contentment=0.623,contentment=0.262,0.187947,0.071430,0.121643,0.127007
metallic silver,colors_color_schemes,21,21,15,amusement=0.255,contentment=0.529,excitement=0.179,0.127895,0.093783,0.159284,0.126987
shades of grey and black,colors_color_schemes,15,15,15,contentment=0.590,contentment=0.333,contentment=0.333,0.117873,0.109260,0.153726,0.126953
orchard,scenes_settings,88,96,85,contentment=0.557,contentment=0.692,amusement=0.419,0.040881,0.140187,0.199782,0.126950
open landscape,scenes_settings,15,15,15,awe=0.385,contentment=0.538,contentment=0.385,0.115034,0.172890,0.092915,0.126946
autumn foliage,objects_subjects,46,45,43,contentment=0.624,contentment=0.677,amusement=0.389,0.034329,0.162870,0.183626,0.126942
lavender blue,colors_color_schemes,64,68,60,contentment=0.489,contentment=0.710,amusement=0.395,0.078014,0.071206,0.231553,0.126924
calligraphy inscription,symbolic_cultural_motifs,20,20,20,awe=0.388,contentment=0.347,contentment=0.429,0.128742,0.089721,0.162188,0.126884
shore,objects_subjects,22,23,22,contentment=0.472,contentment=0.564,amusement=0.283,0.030680,0.153877,0.195823,0.126793
patterned borders,compositional_style,70,63,63,awe=0.436,contentment=0.511,awe=0.407,0.202921,0.012196,0.165183,0.126767
crucifix,objects_subjects,68,77,58,sadness=0.338,contentment=0.497,awe=0.248,0.220415,0.018665,0.141202,0.126761
frock coat,objects_subjects,10,10,11,amusement=0.310,contentment=0.517,amusement=0.355,0.121636,0.090049,0.168587,0.126757
brown hair,colors_color_schemes,31,31,30,awe=0.352,contentment=0.577,contentment=0.333,0.176280,0.136157,0.067788,0.126742
dusty grey,colors_color_schemes,15,15,15,contentment=0.333,contentment=0.590,amusement=0.385,0.122577,0.100360,0.157286,0.126741
rocky shore,objects_subjects,79,77,78,contentment=0.389,contentment=0.362,amusement=0.370,0.037215,0.158031,0.184917,0.126721
wooded hillside,scenes_settings,37,35,41,contentment=0.566,contentment=0.468,contentment=0.429,0.109742,0.066328,0.204089,0.126720
leaf,objects_subjects,11,11,11,contentment=0.290,contentment=0.484,something else=0.290,0.063331,0.149918,0.166720,0.126656
gestural drawing,compositional_style,10,10,10,something else=0.448,contentment=0.379,contentment=0.241,0.198286,0.137812,0.043813,0.126637
clerical collar,objects_subjects,10,10,10,amusement=0.379,contentment=0.379,contentment=0.517,0.105304,0.180280,0.093881,0.126488
dark green foliage,colors_color_schemes,63,63,59,contentment=0.481,contentment=0.704,awe=0.307,0.107143,0.061230,0.210952,0.126442
dramatic sky,compositional_style,19,21,18,fear=0.277,contentment=0.647,contentment=0.511,0.144121,0.163763,0.071367,0.126417
intricate textile patterns,compositional_style,48,52,48,fear=0.295,fear=0.310,anger=0.162,0.138377,0.059460,0.181357,0.126398
shades of black and grey,colors_color_schemes,31,27,27,contentment=0.465,disgust=0.460,contentment=0.429,0.203447,0.030949,0.144733,0.126377
slippers,objects_subjects,24,23,23,amusement=0.439,contentment=0.636,contentment=0.455,0.215713,0.073069,0.090335,0.126373
orange,objects_subjects,67,30,26,contentment=0.580,contentment=0.536,amusement=0.279,0.063531,0.154149,0.161391,0.126357
yellow ochre,colors_color_schemes,157,122,113,contentment=0.585,contentment=0.715,amusement=0.345,0.030070,0.138952,0.210045,0.126356
stone houses,objects_subjects,77,79,72,contentment=0.656,contentment=0.677,contentment=0.294,0.033871,0.143794,0.201371,0.126345
jeweled brooch,objects_subjects,10,11,10,awe=0.241,contentment=0.484,contentment=0.517,0.158673,0.136740,0.083530,0.126315
two young girls,objects_subjects,10,10,10,awe=0.448,contentment=0.586,contentment=0.448,0.200909,0.112237,0.065793,0.126313
dark reflections,colors_color_schemes,10,10,10,contentment=0.586,contentment=0.517,amusement=0.310,0.030530,0.171077,0.177300,0.126302
soft white,colors_color_schemes,206,219,200,contentment=0.511,contentment=0.718,amusement=0.364,0.070886,0.109387,0.198563,0.126279
textured canvas,compositional_style,44,46,40,contentment=0.505,contentment=0.604,amusement=0.213,0.044916,0.120693,0.213179,0.126263
calligraphy,compositional_style,42,37,39,contentment=0.376,contentment=0.470,contentment=0.471,0.136314,0.065529,0.176786,0.126210
pearls,objects_subjects,19,20,19,awe=0.489,contentment=0.510,contentment=0.489,0.196750,0.134514,0.047252,0.126172
harness,objects_subjects,19,18,20,contentment=0.362,contentment=0.511,awe=0.265,0.103806,0.117466,0.157234,0.126169
house exterior,scenes_settings,10,10,10,contentment=0.517,contentment=0.655,amusement=0.310,0.056726,0.110728,0.211005,0.126153
castle grounds,scenes_settings,11,11,11,amusement=0.290,contentment=0.290,awe=0.226,0.165182,0.093982,0.119088,0.126084
opaque watercolor,compositional_style,30,30,30,contentment=0.246,fear=0.449,contentment=0.246,0.127806,0.065482,0.184936,0.126075
fruit basket,objects_subjects,24,25,25,contentment=0.404,contentment=0.729,amusement=0.288,0.076534,0.081663,0.219913,0.126037
thorny branches,objects_subjects,23,21,23,contentment=0.455,contentment=0.490,contentment=0.636,0.156164,0.109710,0.111876,0.125917
glacier,objects_subjects,19,22,20,contentment=0.404,contentment=0.660,awe=0.347,0.066385,0.106453,0.204909,0.125915
window view,scenes_settings,33,35,31,contentment=0.360,contentment=0.747,amusement=0.437,0.100400,0.066135,0.211135,0.125890
surreal landscape,scenes_settings,25,31,30,amusement=0.424,fear=0.268,awe=0.217,0.181905,0.123192,0.072539,0.125879
arrow,objects_subjects,26,27,26,fear=0.344,sadness=0.302,awe=0.311,0.114855,0.104147,0.158497,0.125833
backyard,scenes_settings,165,179,161,contentment=0.640,contentment=0.711,amusement=0.426,0.012768,0.158299,0.206427,0.125831
traditional robes,objects_subjects,49,48,48,contentment=0.439,contentment=0.448,contentment=0.352,0.128182,0.073190,0.176081,0.125818
cyrillic script,symbolic_cultural_motifs,27,30,30,amusement=0.302,contentment=0.681,contentment=0.449,0.185509,0.064292,0.127623,0.125808
gorge,scenes_settings,28,27,27,contentment=0.292,contentment=0.460,awe=0.302,0.107197,0.090628,0.179555,0.125793
rural countryside,scenes_settings,297,276,253,contentment=0.572,contentment=0.729,amusement=0.355,0.048866,0.128104,0.200281,0.125750
glass bottles,objects_subjects,10,10,10,amusement=0.241,contentment=0.448,contentment=0.241,0.155195,0.144601,0.077440,0.125745
mountain peak,objects_subjects,133,129,131,awe=0.309,contentment=0.506,contentment=0.336,0.166562,0.026176,0.184422,0.125720
soft blue-gray,colors_color_schemes,10,10,10,contentment=0.517,contentment=0.517,amusement=0.241,0.036086,0.180605,0.160175,0.125622
charcoal ink,colors_color_schemes,20,18,18,contentment=0.429,contentment=0.467,contentment=0.378,0.112642,0.088509,0.175645,0.125599
balcony,scenes_settings,39,42,38,contentment=0.563,contentment=0.613,amusement=0.341,0.076937,0.124684,0.175145,0.125589
indian miniature painting style,compositional_style,18,18,20,amusement=0.244,fear=0.378,awe=0.347,0.183527,0.061740,0.131470,0.125579
empty background,scenes_settings,35,35,35,fear=0.266,contentment=0.342,awe=0.443,0.108962,0.066523,0.201225,0.125570
men in top hats,objects_subjects,14,15,15,contentment=0.351,contentment=0.590,amusement=0.436,0.106674,0.097023,0.172966,0.125554
stripes,symbolic_cultural_motifs,65,72,66,excitement=0.237,contentment=0.464,awe=0.348,0.150863,0.097442,0.128337,0.125547
vessels,objects_subjects,31,31,33,awe=0.324,contentment=0.465,contentment=0.573,0.203529,0.106824,0.066266,0.125540
flying buttresses,objects_subjects,10,10,10,contentment=0.379,contentment=0.517,awe=0.586,0.023369,0.164241,0.188852,0.125488
traditional armor patterns,symbolic_cultural_motifs,27,27,27,fear=0.333,fear=0.302,awe=0.302,0.174318,0.069037,0.133083,0.125479
procession,scenes_settings,12,11,11,fear=0.273,disgust=0.419,something else=0.290,0.108642,0.052740,0.215012,0.125465
tall tower,objects_subjects,14,15,15,contentment=0.568,contentment=0.641,amusement=0.333,0.008800,0.164057,0.203492,0.125450
snow-capped mountain,objects_subjects,34,36,35,awe=0.351,contentment=0.679,amusement=0.316,0.088278,0.124884,0.163148,0.125437
central placement,compositional_style,10,10,10,fear=0.241,fear=0.379,awe=0.379,0.096473,0.144828,0.134981,0.125428
hanging scroll format,compositional_style,438,422,434,contentment=0.365,disgust=0.409,contentment=0.412,0.176147,0.009693,0.190352,0.125397
thatched cottage,objects_subjects,25,23,23,contentment=0.424,contentment=0.527,contentment=0.236,0.126112,0.054006,0.196000,0.125373
forest green,colors_color_schemes,526,497,458,contentment=0.527,contentment=0.693,amusement=0.356,0.054640,0.091273,0.230172,0.125362
draped robes,objects_subjects,46,47,46,awe=0.485,contentment=0.437,contentment=0.426,0.201848,0.078333,0.095817,0.125333
jesus christ,objects_subjects,20,20,19,awe=0.510,fear=0.306,awe=0.447,0.172536,0.077049,0.126409,0.125331
hedges,objects_subjects,13,16,13,contentment=0.429,contentment=0.610,amusement=0.486,0.066964,0.114801,0.194171,0.125312
muted palette,colors_color_schemes,10,10,10,awe=0.379,contentment=0.448,contentment=0.379,0.196282,0.102282,0.077306,0.125290
bamboo leaves,objects_subjects,187,179,193,contentment=0.457,contentment=0.575,contentment=0.585,0.147497,0.065067,0.163142,0.125235
nocturnal lighting,compositional_style,12,13,13,amusement=0.212,contentment=0.600,amusement=0.200,0.113598,0.052981,0.209055,0.125211
historic city center,scenes_settings,10,10,10,excitement=0.379,contentment=0.724,contentment=0.310,0.135646,0.119650,0.120315,0.125204
naive art,compositional_style,103,108,97,contentment=0.442,contentment=0.698,amusement=0.507,0.070659,0.092277,0.212644,0.125193
dirt road,objects_subjects,269,248,227,contentment=0.605,contentment=0.750,amusement=0.374,0.045857,0.113424,0.216229,0.125170
still life with animal,scenes_settings,10,10,10,amusement=0.310,contentment=0.586,amusement=0.241,0.075697,0.134545,0.165266,0.125169
pale greys,colors_color_schemes,15,16,15,contentment=0.385,contentment=0.659,amusement=0.385,0.079638,0.089858,0.205895,0.125130
harpsichord,objects_subjects,10,10,10,amusement=0.379,contentment=0.586,amusement=0.379,0.146574,0.064568,0.164241,0.125128
handbag,objects_subjects,10,10,10,amusement=0.310,contentment=0.517,contentment=0.310,0.188291,0.098928,0.088128,0.125116
garden plot,objects_subjects,10,11,10,contentment=0.586,contentment=0.548,amusement=0.448,0.025658,0.182866,0.166816,0.125113
soft green,colors_color_schemes,138,140,135,contentment=0.593,contentment=0.709,amusement=0.369,0.051053,0.111589,0.212633,0.125092
violin bow,objects_subjects,13,15,15,awe=0.257,contentment=0.436,contentment=0.282,0.210149,0.134249,0.030758,0.125052
rowboats,objects_subjects,48,50,47,contentment=0.333,contentment=0.560,awe=0.262,0.068444,0.108599,0.198011,0.125018
beach scene,scenes_settings,246,274,240,contentment=0.633,contentment=0.745,amusement=0.489,0.014162,0.151952,0.208928,0.125014
light brown background,colors_color_schemes,18,18,22,contentment=0.422,contentment=0.378,contentment=0.472,0.112140,0.103241,0.159658,0.125013
sheet music,objects_subjects,87,96,86,contentment=0.454,contentment=0.672,amusement=0.536,0.042129,0.104359,0.228520,0.125003
dresses,objects_subjects,154,161,151,contentment=0.546,contentment=0.758,amusement=0.479,0.039962,0.104299,0.230678,0.124980
floral pattern on vase,symbolic_cultural_motifs,16,16,15,contentment=0.415,contentment=0.463,amusement=0.333,0.099234,0.083317,0.192282,0.124944
thick outlines,compositional_style,11,11,10,contentment=0.290,contentment=0.355,amusement=0.241,0.037395,0.161052,0.176214,0.124887
yarn,objects_subjects,16,21,19,contentment=0.317,contentment=0.569,contentment=0.404,0.109856,0.133247,0.131428,0.124844
all-over composition,compositional_style,25,25,24,contentment=0.390,contentment=0.322,amusement=0.228,0.122858,0.145725,0.105868,0.124817
turbulent sea,scenes_settings,19,18,17,fear=0.574,fear=0.467,awe=0.256,0.117581,0.141443,0.115348,0.124791
orange fruit,objects_subjects,30,30,30,contentment=0.391,contentment=0.594,contentment=0.304,0.120463,0.106004,0.147832,0.124766
springtime scene,scenes_settings,73,82,69,contentment=0.600,contentment=0.723,amusement=0.456,0.039275,0.124266,0.210713,0.124751
wooden cottages,objects_subjects,15,15,10,contentment=0.538,contentment=0.692,amusement=0.379,0.030189,0.154599,0.189423,0.124737
lake,objects_subjects,215,236,218,contentment=0.554,contentment=0.680,amusement=0.339,0.057750,0.106560,0.209887,0.124732
impressionistic,compositional_style,183,146,135,contentment=0.573,contentment=0.641,amusement=0.398,0.023236,0.153092,0.197860,0.124729
red cap,objects_subjects,22,25,24,contentment=0.509,contentment=0.424,contentment=0.298,0.075942,0.141871,0.156241,0.124685
gouache painting,compositional_style,19,20,20,amusement=0.234,contentment=0.306,amusement=0.388,0.102377,0.138793,0.132884,0.124684
tassel,objects_subjects,24,24,23,awe=0.474,contentment=0.614,contentment=0.345,0.174954,0.106939,0.091923,0.124605
dirt paths,objects_subjects,33,36,29,contentment=0.547,contentment=0.728,amusement=0.373,0.052990,0.140437,0.180320,0.124582
rowboat,objects_subjects,162,176,161,contentment=0.616,contentment=0.767,amusement=0.353,0.039758,0.145207,0.188779,0.124581
linear perspective along the path,compositional_style,10,11,10,contentment=0.379,contentment=0.613,amusement=0.448,0.060948,0.138296,0.174460,0.124568
